binary_id,label,cwe_id
BIN_1135216,0,
BIN_1135391,0,
BIN_1135450,0,
BIN_1136887,1,CWE-121
BIN_1138953,0,
BIN_1139386,0,
BIN_1139586,1,CWE-122
BIN_1139786,0,
BIN_1142371,0,
BIN_1143093,1,CWE-121
BIN_1143512,0,
BIN_1143858,0,
BIN_1144409,1,CWE-690
BIN_1145274,0,
BIN_1147249,0,
BIN_1150125,0,
BIN_1150507,1,CWE-590
BIN_1150887,0,
BIN_1150986,1,CWE-078
BIN_1151057,1,CWE-369
BIN_1152388,1,CWE-078
BIN_1152578,0,
BIN_1153300,0,
BIN_1154082,1,CWE-122
BIN_1154235,1,CWE-762
BIN_1154688,1,CWE-121
BIN_1155510,1,CWE-122
BIN_1156718,0,
BIN_1158870,0,
BIN_1159318,1,CWE-191
BIN_1159679,0,
BIN_1163620,1,CWE-415
BIN_1165298,0,
BIN_1165627,1,CWE-190
BIN_1165693,1,CWE-122
BIN_1166904,1,CWE-124
BIN_1166916,0,
BIN_1166984,0,
BIN_1168013,0,
BIN_1168331,0,
BIN_1168672,0,
BIN_1169000,0,
BIN_1169505,0,
BIN_1169954,0,
BIN_1171041,1,CWE-546
BIN_1172454,0,
BIN_1172763,0,
BIN_1176637,0,
BIN_1177863,1,CWE-391
BIN_1177997,0,
BIN_1179930,1,CWE-122
BIN_1180782,1,CWE-761
BIN_1183420,1,CWE-121
BIN_1184581,0,
BIN_1185637,0,
BIN_1186022,1,CWE-121
BIN_1186617,0,
BIN_1186822,0,
BIN_1186888,1,CWE-195
BIN_1187499,0,
BIN_1187537,1,CWE-400
BIN_1189246,1,CWE-121
BIN_1190637,1,CWE-690
BIN_1191101,1,CWE-124
BIN_1191869,0,
BIN_1191888,0,
BIN_1192236,0,
BIN_1194971,0,
BIN_1196554,0,
BIN_1196913,1,CWE-127
BIN_1198290,0,
BIN_1198763,0,
BIN_1199926,1,CWE-122
BIN_1201075,1,CWE-197
BIN_1201805,0,
BIN_1202527,0,
BIN_1203105,0,
BIN_1205758,0,
BIN_1205903,0,
BIN_1206203,0,
BIN_1206321,0,
BIN_1206477,1,CWE-590
BIN_1206738,1,CWE-590
BIN_1207082,0,
BIN_1207438,1,CWE-758
BIN_1208130,1,CWE-194
BIN_1208439,0,
BIN_1208558,0,
BIN_1208601,0,
BIN_1209342,1,CWE-122
BIN_1209623,0,
BIN_1210640,0,
BIN_1213213,0,
BIN_1214134,0,
BIN_1215434,0,
BIN_1218468,1,CWE-762
BIN_1220006,0,
BIN_1221165,1,CWE-127
BIN_1222055,1,CWE-457
BIN_1222591,0,
BIN_1224016,1,CWE-590
BIN_1224248,1,CWE-476
BIN_1224625,0,
BIN_1227283,1,CWE-127
BIN_1227386,1,CWE-127
BIN_1227598,1,CWE-121
BIN_1228326,1,CWE-758
BIN_1228717,1,CWE-122
BIN_1229612,0,
BIN_1229619,1,CWE-762
BIN_1229924,1,CWE-122
BIN_1230115,1,CWE-415
BIN_1230707,0,
BIN_1231517,0,
BIN_1232595,1,CWE-416
BIN_1232692,0,
BIN_1233029,0,
BIN_1234674,1,CWE-134
BIN_1235633,0,
BIN_1237415,0,
BIN_1238311,0,
BIN_1239622,0,
BIN_1241902,1,CWE-590
BIN_1242169,1,CWE-127
BIN_1242584,0,
BIN_1245536,1,CWE-761
BIN_1248176,1,CWE-124
BIN_1248412,0,
BIN_1248538,0,
BIN_1249927,0,
BIN_1250749,0,
BIN_1251670,1,CWE-590
BIN_1254794,1,CWE-398
BIN_1255162,0,
BIN_1255268,1,CWE-134
BIN_1255276,1,CWE-121
BIN_1255562,0,
BIN_1255639,1,CWE-121
BIN_1256415,0,
BIN_1258632,1,CWE-121
BIN_1259277,0,
BIN_1259461,0,
BIN_1261133,1,CWE-078
BIN_1261505,0,
BIN_1261782,0,
BIN_1262563,1,CWE-457
BIN_1263826,0,
BIN_1266039,0,
BIN_1266724,1,CWE-122
BIN_1269488,1,CWE-789
BIN_1272117,1,CWE-758
BIN_1272386,1,CWE-134
BIN_1272779,0,
BIN_1275240,0,
BIN_1275963,0,
BIN_1276714,0,
BIN_1277032,0,
BIN_1277858,1,CWE-457
BIN_1277937,0,
BIN_1281327,0,
BIN_1281430,1,CWE-590
BIN_1282498,0,
BIN_1282514,1,CWE-188
BIN_1282723,0,
BIN_1286503,0,
BIN_1286871,1,CWE-124
BIN_1288237,1,CWE-122
BIN_1289129,1,CWE-377
BIN_1290145,0,
BIN_1292274,1,CWE-606
BIN_1292277,1,CWE-762
BIN_1292902,0,
BIN_1293117,0,
BIN_1293321,1,CWE-758
BIN_1294426,0,
BIN_1294642,0,
BIN_1295092,0,
BIN_1296318,0,
BIN_1297239,0,
BIN_1297323,0,
BIN_1298046,1,CWE-121
BIN_1298507,1,CWE-475
BIN_1298603,1,CWE-078
BIN_1301660,1,CWE-762
BIN_1303198,0,
BIN_1303456,1,CWE-121
BIN_1303616,1,CWE-134
BIN_1304447,0,
BIN_1307293,0,
BIN_1307346,0,
BIN_1308592,0,
BIN_1309229,0,
BIN_1309727,0,
BIN_1313815,1,CWE-195
BIN_1316942,1,CWE-121
BIN_1317133,0,
BIN_1318177,1,CWE-124
BIN_1318346,0,
BIN_1318731,0,
BIN_1319879,1,CWE-127
BIN_1320435,0,
BIN_1320498,0,
BIN_1322565,0,
BIN_1323450,1,CWE-023
BIN_1324910,1,CWE-134
BIN_1324917,1,CWE-195
BIN_1326128,1,CWE-121
BIN_1327298,0,
BIN_1327890,1,CWE-124
BIN_1332244,0,
BIN_1334951,0,
BIN_1335199,0,
BIN_1336665,0,
BIN_1337711,0,
BIN_1338222,0,
BIN_1338229,1,CWE-121
BIN_1339459,1,CWE-126
BIN_1341951,1,CWE-563
BIN_1342624,1,CWE-134
BIN_1343819,0,
BIN_1344642,1,CWE-398
BIN_1345852,0,
BIN_1345885,1,CWE-122
BIN_1346525,1,CWE-191
BIN_1348728,0,
BIN_1352742,0,
BIN_1354234,0,
BIN_1354744,1,CWE-121
BIN_1354872,1,CWE-127
BIN_1356235,1,CWE-122
BIN_1357053,0,
BIN_1357351,0,
BIN_1360226,1,CWE-127
BIN_1360825,0,
BIN_1361262,0,
BIN_1361616,0,
BIN_1361838,1,CWE-195
BIN_1362600,0,
BIN_1363946,0,
BIN_1365045,0,
BIN_1368012,0,
BIN_1369403,0,
BIN_1369774,1,CWE-122
BIN_1370287,0,
BIN_1370775,0,
BIN_1372079,0,
BIN_1372663,0,
BIN_1372809,1,CWE-563
BIN_1374227,0,
BIN_1375157,0,
BIN_1375645,0,
BIN_1377756,0,
BIN_1378009,1,CWE-401
BIN_1379484,0,
BIN_1379677,0,
BIN_1380056,0,
BIN_1380742,0,
BIN_1381587,1,CWE-121
BIN_1382732,0,
BIN_1382944,1,CWE-369
BIN_1383399,0,
BIN_1383928,1,CWE-590
BIN_1387433,0,
BIN_1391092,1,CWE-124
BIN_1391775,1,CWE-476
BIN_1391984,0,
BIN_1393516,0,
BIN_1393926,1,CWE-762
BIN_1394325,1,CWE-426
BIN_1394919,1,CWE-122
BIN_1395757,1,CWE-761
BIN_1396599,0,
BIN_1398057,0,
BIN_1399021,0,
BIN_1400077,1,CWE-401
BIN_1401085,0,
BIN_1401183,0,
BIN_1403243,0,
BIN_1403425,0,
BIN_1403634,1,CWE-122
BIN_1404341,0,
BIN_1405014,1,CWE-476
BIN_1405102,0,
BIN_1405479,0,
BIN_1405490,0,
BIN_1405825,0,
BIN_1408222,1,CWE-078
BIN_1410855,1,CWE-121
BIN_1414919,1,CWE-134
BIN_1415058,0,
BIN_1416470,0,
BIN_1417490,0,
BIN_1422792,1,CWE-191
BIN_1423524,0,
BIN_1425735,1,CWE-457
BIN_1425863,0,
BIN_1426123,1,CWE-416
BIN_1426382,1,CWE-401
BIN_1428360,0,
BIN_1429738,1,CWE-122
BIN_1430004,1,CWE-121
BIN_1430692,0,
BIN_1431120,1,CWE-121
BIN_1431301,0,
BIN_1431770,0,
BIN_1433182,1,CWE-121
BIN_1433554,1,CWE-122
BIN_1434213,0,
BIN_1435977,0,
BIN_1438073,1,CWE-457
BIN_1438523,1,CWE-124
BIN_1440097,0,
BIN_1440293,1,CWE-762
BIN_1440840,1,CWE-191
BIN_1441126,0,
BIN_1441144,1,CWE-121
BIN_1444682,1,CWE-078
BIN_1444773,1,CWE-195
BIN_1445832,0,
BIN_1445839,0,
BIN_1447241,1,CWE-426
BIN_1447835,0,
BIN_1448294,0,
BIN_1448765,1,CWE-590
BIN_1449504,0,
BIN_1453175,1,CWE-590
BIN_1453436,1,CWE-134
BIN_1454041,0,
BIN_1455140,1,CWE-121
BIN_1456037,0,
BIN_1456235,1,CWE-197
BIN_1457106,0,
BIN_1457454,0,
BIN_1457516,1,CWE-127
BIN_1457855,1,CWE-124
BIN_1459416,1,CWE-134
BIN_1459631,0,
BIN_1459654,0,
BIN_1460473,0,
BIN_1466029,1,CWE-401
BIN_1467530,1,CWE-426
BIN_1467781,0,
BIN_1469885,0,
BIN_1471580,1,CWE-191
BIN_1472876,1,CWE-121
BIN_1474073,0,
BIN_1477711,0,
BIN_1478052,1,CWE-126
BIN_1479254,1,CWE-121
BIN_1480279,1,CWE-121
BIN_1480580,0,
BIN_1482612,0,
BIN_1483141,1,CWE-134
BIN_1483737,0,
BIN_1484299,0,
BIN_1484614,0,
BIN_1485606,1,CWE-121
BIN_1485733,0,
BIN_1488176,0,
BIN_1488374,0,
BIN_1488970,0,
BIN_1492620,0,
BIN_1493275,0,
BIN_1495732,1,CWE-401
BIN_1497933,0,
BIN_1498457,1,CWE-121
BIN_1498531,0,
BIN_1500717,0,
BIN_1502850,0,
BIN_1506572,1,CWE-690
BIN_1506942,1,CWE-590
BIN_1509631,0,
BIN_1509819,1,CWE-127
BIN_1510361,0,
BIN_1510418,0,
BIN_1511080,0,
BIN_1512730,1,CWE-188
BIN_1512890,0,
BIN_1513283,1,CWE-122
BIN_1513706,1,CWE-194
BIN_1513908,1,CWE-121
BIN_1514021,0,
BIN_1515718,0,
BIN_1515985,1,CWE-590
BIN_1517330,1,CWE-121
BIN_1517614,0,
BIN_1518076,0,
BIN_1518391,0,
BIN_1518706,1,CWE-126
BIN_1521811,0,
BIN_1522823,0,
BIN_1523730,0,
BIN_1526123,0,
BIN_1526490,1,CWE-122
BIN_1527470,1,CWE-690
BIN_1527976,1,CWE-401
BIN_1528839,0,
BIN_1529131,0,
BIN_1529717,1,CWE-121
BIN_1529788,1,CWE-124
BIN_1529863,0,
BIN_1530769,0,
BIN_1531276,0,
BIN_1532363,0,
BIN_1543608,1,CWE-457
BIN_1543651,0,
BIN_1544015,1,CWE-122
BIN_1546412,0,
BIN_1548178,0,
BIN_1548852,0,
BIN_1549184,1,CWE-127
BIN_1550391,0,
BIN_1553949,1,CWE-123
BIN_1555108,1,CWE-369
BIN_1556655,0,
BIN_1557835,1,CWE-123
BIN_1557959,0,
BIN_1558145,1,CWE-762
BIN_1559540,1,CWE-121
BIN_1560876,0,
BIN_1563484,0,
BIN_1564993,0,
BIN_1566121,1,CWE-191
BIN_1566790,0,
BIN_1569322,0,
BIN_1569834,1,CWE-590
BIN_1569927,1,CWE-127
BIN_1572149,0,
BIN_1574054,0,
BIN_1577157,0,
BIN_1579274,1,CWE-401
BIN_1580013,0,
BIN_1581127,0,
BIN_1581196,1,CWE-134
BIN_1581857,1,CWE-758
BIN_1582418,0,
BIN_1584927,0,
BIN_1586940,0,
BIN_1587447,0,
BIN_1587499,0,
BIN_1587681,1,CWE-122
BIN_1588719,0,
BIN_1591206,0,
BIN_1595075,1,CWE-121
BIN_1595170,0,
BIN_1595216,0,
BIN_1595218,1,CWE-121
BIN_1595987,0,
BIN_1597659,0,
BIN_1598241,0,
BIN_1598528,0,
BIN_1599074,1,CWE-191
BIN_1599713,0,
BIN_1599779,1,CWE-526
BIN_1600097,0,
BIN_1601499,0,
BIN_1602140,1,CWE-680
BIN_1605837,0,
BIN_1608224,0,
BIN_1610355,1,CWE-121
BIN_1611008,0,
BIN_1611181,1,CWE-124
BIN_1611878,1,CWE-427
BIN_1612744,0,
BIN_1617295,0,
BIN_1617542,1,CWE-124
BIN_1617664,0,
BIN_1617799,0,
BIN_1618886,1,CWE-121
BIN_1620353,1,CWE-078
BIN_1621032,0,
BIN_1626440,1,CWE-122
BIN_1627710,1,CWE-124
BIN_1628487,1,CWE-036
BIN_1629974,1,CWE-762
BIN_1630382,1,CWE-762
BIN_1630666,0,
BIN_1633372,1,CWE-195
BIN_1633540,1,CWE-457
BIN_1636700,1,CWE-121
BIN_1637388,0,
BIN_1638112,1,CWE-197
BIN_1639433,0,
BIN_1640310,0,
BIN_1640720,1,CWE-762
BIN_1643576,0,
BIN_1647976,0,
BIN_1650351,0,
BIN_1650901,0,
BIN_1651477,0,
BIN_1651529,1,CWE-590
BIN_1651857,1,CWE-195
BIN_1652933,1,CWE-758
BIN_1653080,1,CWE-122
BIN_1653539,0,
BIN_1654139,1,CWE-126
BIN_1654973,1,CWE-121
BIN_1658913,0,
BIN_1659283,1,CWE-190
BIN_1660673,0,
BIN_1661773,1,CWE-762
BIN_1662865,0,
BIN_1663055,0,
BIN_1663767,0,
BIN_1664612,1,CWE-762
BIN_1667687,1,CWE-124
BIN_1668340,0,
BIN_1670213,1,CWE-762
BIN_1670362,1,CWE-127
BIN_1670545,1,CWE-426
BIN_1670823,0,
BIN_1671611,0,
BIN_1672305,0,
BIN_1673722,1,CWE-122
BIN_1674195,0,
BIN_1678289,1,CWE-476
BIN_1678676,1,CWE-377
BIN_1678791,0,
BIN_1678886,0,
BIN_1679018,0,
BIN_1679904,1,CWE-690
BIN_1679913,1,CWE-134
BIN_1680080,1,CWE-762
BIN_1681114,0,
BIN_1682085,1,CWE-122
BIN_1683189,1,CWE-680
BIN_1684238,0,
BIN_1684439,1,CWE-122
BIN_1684866,1,CWE-126
BIN_1685604,1,CWE-036
BIN_1686448,0,
BIN_1686474,0,
BIN_1687186,1,CWE-617
BIN_1687376,1,CWE-078
BIN_1688711,1,CWE-457
BIN_1690523,1,CWE-590
BIN_1692514,0,
BIN_1693251,0,
BIN_1695539,0,
BIN_1696392,1,CWE-762
BIN_1696993,0,
BIN_1697236,0,
BIN_1698172,0,
BIN_1699450,1,CWE-124
BIN_1701913,1,CWE-121
BIN_1703318,1,CWE-122
BIN_1703649,1,CWE-590
BIN_1704403,0,
BIN_1706128,0,
BIN_1706260,1,CWE-617
BIN_1706692,0,
BIN_1707289,0,
BIN_1708141,0,
BIN_1708676,0,
BIN_1709063,0,
BIN_1709610,1,CWE-377
BIN_1710175,0,
BIN_1714688,1,CWE-122
BIN_1715051,1,CWE-122
BIN_1715213,0,
BIN_1716735,1,CWE-761
BIN_1718808,0,
BIN_1719277,1,CWE-121
BIN_1719306,0,
BIN_1719376,0,
BIN_1719584,0,
BIN_1721111,1,CWE-563
BIN_1722378,1,CWE-758
BIN_1724487,1,CWE-789
BIN_1726005,0,
BIN_1726825,0,
BIN_1728524,1,CWE-563
BIN_1729950,0,
BIN_1731457,0,
BIN_1731473,1,CWE-194
BIN_1732306,0,
BIN_1733742,0,
BIN_1734766,0,
BIN_1735538,0,
BIN_1735650,1,CWE-121
BIN_1735861,1,CWE-563
BIN_1736320,0,
BIN_1739919,0,
BIN_1741808,0,
BIN_1743222,0,
BIN_1744212,0,
BIN_1745934,1,CWE-761
BIN_1745960,1,CWE-590
BIN_1747034,1,CWE-761
BIN_1747175,0,
BIN_1747725,0,
BIN_1748128,0,
BIN_1749934,0,
BIN_1750704,0,
BIN_1751097,0,
BIN_1753834,0,
BIN_1754660,0,
BIN_1755530,1,CWE-761
BIN_1755766,1,CWE-121
BIN_1757683,1,CWE-415
BIN_1761027,1,CWE-078
BIN_1761743,0,
BIN_1762410,1,CWE-122
BIN_1762536,0,
BIN_1763923,0,
BIN_1766136,1,CWE-023
BIN_1768606,0,
BIN_1771004,0,
BIN_1771701,0,
BIN_1772587,0,
BIN_1772614,0,
BIN_1774067,0,
BIN_1774114,0,
BIN_1774748,0,
BIN_1775160,0,
BIN_1775762,0,
BIN_1778086,1,CWE-121
BIN_1778618,0,
BIN_1779513,0,
BIN_1784527,0,
BIN_1785086,0,
BIN_1785552,1,CWE-457
BIN_1785986,0,
BIN_1786100,1,CWE-121
BIN_1786166,1,CWE-415
BIN_1787077,0,
BIN_1787361,0,
BIN_1790039,1,CWE-590
BIN_1790110,0,
BIN_1790254,0,
BIN_1790302,0,
BIN_1791831,1,CWE-427
BIN_1792408,0,
BIN_1793830,0,
BIN_1794098,0,
BIN_1794110,0,
BIN_1794178,1,CWE-126
BIN_1794411,1,CWE-563
BIN_1796090,1,CWE-190
BIN_1798608,0,
BIN_1798763,0,
BIN_1799440,1,CWE-197
BIN_1799889,1,CWE-191
BIN_1800057,1,CWE-758
BIN_1801345,1,CWE-195
BIN_1801347,1,CWE-197
BIN_1801664,0,
BIN_1801710,0,
BIN_1803268,0,
BIN_1803996,1,CWE-121
BIN_1804112,0,
BIN_1804622,0,
BIN_1804758,0,
BIN_1805280,0,
BIN_1807290,1,CWE-122
BIN_1809927,1,CWE-126
BIN_1812258,0,
BIN_1813025,0,
BIN_1813655,0,
BIN_1815045,0,
BIN_1815669,0,
BIN_1817828,0,
BIN_1818161,0,
BIN_1820065,0,
BIN_1821353,1,CWE-121
BIN_1821424,0,
BIN_1822736,1,CWE-127
BIN_1824539,0,
BIN_1824612,0,
BIN_1824899,0,
BIN_1828650,1,CWE-122
BIN_1828834,0,
BIN_1828893,0,
BIN_1830186,0,
BIN_1834465,0,
BIN_1834578,0,
BIN_1835218,0,
BIN_1835922,1,CWE-590
BIN_1837037,0,
BIN_1837676,1,CWE-127
BIN_1838216,0,
BIN_1838495,0,
BIN_1839246,0,
BIN_1839861,1,CWE-121
BIN_1840901,1,CWE-126
BIN_1841071,1,CWE-134
BIN_1843981,1,CWE-124
BIN_1844993,1,CWE-122
BIN_1845350,1,CWE-124
BIN_1845928,0,
BIN_1846650,0,
BIN_1847104,0,
BIN_1848484,0,
BIN_1848812,1,CWE-190
BIN_1849541,0,
BIN_1849567,1,CWE-758
BIN_1852396,1,CWE-690
BIN_1853384,0,
BIN_1853993,0,
BIN_1854362,1,CWE-122
BIN_1855245,1,CWE-690
BIN_1855538,0,
BIN_1856728,1,CWE-121
BIN_1859129,0,
BIN_1861856,0,
BIN_1864231,0,
BIN_1864610,0,
BIN_1864704,0,
BIN_1866584,0,
BIN_1867793,0,
BIN_1867815,0,
BIN_1868671,0,
BIN_1869064,1,CWE-762
BIN_1869330,1,CWE-126
BIN_1871543,1,CWE-789
BIN_1872810,0,
BIN_1874258,1,CWE-400
BIN_1875187,0,
BIN_1875335,1,CWE-122
BIN_1875567,0,
BIN_1878982,0,
BIN_1879545,1,CWE-122
BIN_1879868,0,
BIN_1880634,1,CWE-122
BIN_1883138,1,CWE-758
BIN_1884425,0,
BIN_1884737,0,
BIN_1884760,0,
BIN_1885200,0,
BIN_1885659,1,CWE-590
BIN_1886292,1,CWE-121
BIN_1888880,0,
BIN_1890997,1,CWE-457
BIN_1892330,0,
BIN_1894109,1,CWE-121
BIN_1896022,0,
BIN_1896060,1,CWE-483
BIN_1897171,1,CWE-457
BIN_1898703,1,CWE-134
BIN_1899198,0,
BIN_1900776,0,
BIN_1902725,0,
BIN_1905041,1,CWE-078
BIN_1906955,0,
BIN_1908083,0,
BIN_1908097,1,CWE-690
BIN_1913063,0,
BIN_1913775,1,CWE-761
BIN_1914743,1,CWE-665
BIN_1915497,0,
BIN_1915534,1,CWE-617
BIN_1916035,0,
BIN_1916045,0,
BIN_1917044,0,
BIN_1917765,0,
BIN_1919875,1,CWE-126
BIN_1922503,1,CWE-122
BIN_1923110,1,CWE-121
BIN_1923859,0,
BIN_1925525,1,CWE-078
BIN_1925712,1,CWE-123
BIN_1927846,0,
BIN_1928461,1,CWE-124
BIN_1929022,0,
BIN_1929396,0,
BIN_1929753,1,CWE-134
BIN_1931448,1,CWE-401
BIN_1933446,1,CWE-121
BIN_1934432,1,CWE-617
BIN_1935412,0,
BIN_1935785,0,
BIN_1935831,1,CWE-762
BIN_1936069,1,CWE-122
BIN_1936984,0,
BIN_1937090,0,
BIN_1937901,0,
BIN_1938400,1,CWE-127
BIN_1938463,0,
BIN_1938615,1,CWE-122
BIN_1939107,0,
BIN_1939507,0,
BIN_1940244,1,CWE-078
BIN_1940670,1,CWE-121
BIN_1942143,0,
BIN_1942182,0,
BIN_1944336,0,
BIN_1945764,0,
BIN_1945809,1,CWE-121
BIN_1946502,0,
BIN_1947616,0,
BIN_1948398,1,CWE-121
BIN_1951392,0,
BIN_1951646,1,CWE-124
BIN_1953607,1,CWE-122
BIN_1954406,1,CWE-126
BIN_1954419,1,CWE-122
BIN_1954565,0,
BIN_1955438,1,CWE-122
BIN_1955580,0,
BIN_1957360,1,CWE-758
BIN_1957866,1,CWE-121
BIN_1957910,0,
BIN_1957999,0,
BIN_1958082,0,
BIN_1958446,0,
BIN_1959848,0,
BIN_1961768,1,CWE-369
BIN_1963167,0,
BIN_1963540,0,
BIN_1963893,0,
BIN_1964223,0,
BIN_1964259,0,
BIN_1964309,0,
BIN_1970582,0,
BIN_1972380,1,CWE-467
BIN_1973021,1,CWE-194
BIN_1973452,1,CWE-127
BIN_1973757,0,
BIN_1975065,0,
BIN_1975687,1,CWE-843
BIN_1977349,1,CWE-401
BIN_1978012,1,CWE-191
BIN_1981338,1,CWE-195
BIN_1981853,1,CWE-121
BIN_1982923,0,
BIN_1983986,1,CWE-121
BIN_1985408,0,
BIN_1985878,0,
BIN_1987494,0,
BIN_1987858,1,CWE-023
BIN_1988400,0,
BIN_1988814,1,CWE-457
BIN_1988960,0,
BIN_1989115,0,
BIN_1989460,0,
BIN_1989581,1,CWE-122
BIN_1990115,0,
BIN_1990385,0,
BIN_1993100,0,
BIN_1993317,0,
BIN_1993744,1,CWE-401
BIN_1993794,1,CWE-546
BIN_1994339,0,
BIN_1994788,0,
BIN_1995610,1,CWE-762
BIN_1997756,0,
BIN_1998376,1,CWE-415
BIN_1999429,0,
BIN_2000339,1,CWE-476
BIN_2003503,1,CWE-123
BIN_2003581,0,
BIN_2005691,0,
BIN_2006524,1,CWE-121
BIN_2007813,1,CWE-121
BIN_2007902,0,
BIN_2010465,0,
BIN_2010862,1,CWE-191
BIN_2012092,0,
BIN_2013496,1,CWE-469
BIN_2014068,0,
BIN_2017695,1,CWE-197
BIN_2019129,1,CWE-121
BIN_2020198,1,CWE-690
BIN_2022199,1,CWE-762
BIN_2022330,0,
BIN_2023098,1,CWE-194
BIN_2023503,1,CWE-762
BIN_2024903,1,CWE-762
BIN_2025003,1,CWE-121
BIN_2025147,1,CWE-426
BIN_2026144,0,
BIN_2026374,0,
BIN_2026419,0,
BIN_2028696,0,
BIN_2030422,0,
BIN_2030665,0,
BIN_2031734,0,
BIN_2032743,1,CWE-762
BIN_2034250,1,CWE-762
BIN_2034388,1,CWE-121
BIN_2034440,0,
BIN_2037219,0,
BIN_2037890,0,
BIN_2039778,1,CWE-122
BIN_2040165,0,
BIN_2040928,0,
BIN_2041272,0,
BIN_2041335,0,
BIN_2041898,1,CWE-690
BIN_2042123,0,
BIN_2042384,0,
BIN_2042575,0,
BIN_2042845,1,CWE-124
BIN_2042970,0,
BIN_2043358,1,CWE-127
BIN_2043380,1,CWE-194
BIN_2043834,1,CWE-134
BIN_2043915,1,CWE-121
BIN_2043964,0,
BIN_2044359,1,CWE-606
BIN_2045201,0,
BIN_2048501,1,CWE-122
BIN_2048691,1,CWE-122
BIN_2050995,1,CWE-398
BIN_2054326,1,CWE-762
BIN_2054350,1,CWE-121
BIN_2054614,1,CWE-194
BIN_2055144,0,
BIN_2055924,0,
BIN_2063109,1,CWE-124
BIN_2063221,0,
BIN_2063508,0,
BIN_2065268,1,CWE-398
BIN_2066009,1,CWE-563
BIN_2066092,1,CWE-121
BIN_2069346,1,CWE-121
BIN_2071281,0,
BIN_2076743,0,
BIN_2076823,0,
BIN_2078753,0,
BIN_2080183,0,
BIN_2083279,0,
BIN_2083628,1,CWE-680
BIN_2085279,1,CWE-023
BIN_2085468,0,
BIN_2085866,0,
BIN_2086222,1,CWE-789
BIN_2087241,0,
BIN_2087799,0,
BIN_2089492,1,CWE-121
BIN_2090687,1,CWE-789
BIN_2092241,1,CWE-457
BIN_2092634,0,
