binary_id,label,cwe_id
BIN_1016049,0,
BIN_1016340,1,CWE-121
BIN_1016549,0,
BIN_1016844,1,CWE-126
BIN_1016850,0,
BIN_1017197,1,CWE-191
BIN_1017307,1,CWE-127
BIN_1017580,1,CWE-121
BIN_1017614,0,
BIN_1017916,1,CWE-078
BIN_1017931,0,
BIN_1018999,1,CWE-252
BIN_1019216,1,CWE-191
BIN_1019336,0,
BIN_1019576,0,
BIN_1019770,1,CWE-377
BIN_1020090,1,CWE-415
BIN_1020520,0,
BIN_1020964,0,
BIN_1021032,1,CWE-252
BIN_1021158,1,CWE-121
BIN_1021285,0,
BIN_1021313,0,
BIN_1021385,1,CWE-401
BIN_1021625,1,CWE-563
BIN_1021913,0,
BIN_1022315,1,CWE-789
BIN_1022476,1,CWE-124
BIN_1022721,1,CWE-127
BIN_1022750,0,
BIN_1023006,0,
BIN_1023063,0,
BIN_1023382,0,
BIN_1023470,1,CWE-789
BIN_1023583,1,CWE-124
BIN_1023651,0,
BIN_1023768,0,
BIN_1023934,0,
BIN_1024110,0,
BIN_1024166,1,CWE-762
BIN_1024423,1,CWE-761
BIN_1024551,0,
BIN_1024743,1,CWE-401
BIN_1025343,0,
BIN_1025789,0,
BIN_1026333,0,
BIN_1026347,1,CWE-122
BIN_1026531,1,CWE-416
BIN_1026563,1,CWE-023
BIN_1027007,0,
BIN_1027027,1,CWE-401
BIN_1027120,0,
BIN_1027289,0,
BIN_1027529,1,CWE-078
BIN_1027550,0,
BIN_1027690,0,
BIN_1027866,0,
BIN_1027918,1,CWE-191
BIN_1027929,1,CWE-194
BIN_1028008,0,
BIN_1028121,0,
BIN_1028132,1,CWE-762
BIN_1028190,0,
BIN_1028221,0,
BIN_1028617,1,CWE-036
BIN_1028736,0,
BIN_1029359,0,
BIN_1029441,0,
BIN_1029544,1,CWE-190
BIN_1030054,0,
BIN_1030402,1,CWE-476
BIN_1030655,1,CWE-400
BIN_1030704,0,
BIN_1030861,0,
BIN_1030979,0,
BIN_1031103,0,
BIN_1031839,1,CWE-191
BIN_1032537,1,CWE-126
BIN_1032630,1,CWE-191
BIN_1032774,0,
BIN_1032916,1,CWE-590
BIN_1033116,0,
BIN_1033269,1,CWE-135
BIN_1033481,0,
BIN_1033902,0,
BIN_1034376,1,CWE-415
BIN_1034825,1,CWE-590
BIN_1035420,0,
BIN_1035749,1,CWE-762
BIN_1036165,0,
BIN_1036250,0,
BIN_1036310,1,CWE-401
BIN_1036991,0,
BIN_1037131,0,
BIN_1037263,0,
BIN_1037447,1,CWE-191
BIN_1038114,0,
BIN_1038503,0,
BIN_1038547,0,
BIN_1038718,0,
BIN_1038960,0,
BIN_1039228,0,
BIN_1039714,1,CWE-546
BIN_1039907,1,CWE-191
BIN_1040248,0,
BIN_1040647,0,
BIN_1040842,1,CWE-134
BIN_1041067,1,CWE-078
BIN_1041074,1,CWE-126
BIN_1041241,1,CWE-191
BIN_1041731,1,CWE-758
BIN_1041840,1,CWE-126
BIN_1042005,1,CWE-590
BIN_1042025,0,
BIN_1042027,0,
BIN_1042303,1,CWE-078
BIN_1042376,1,CWE-191
BIN_1043115,1,CWE-122
BIN_1043276,0,
BIN_1044128,1,CWE-127
BIN_1044337,1,CWE-190
BIN_1044648,0,
BIN_1044689,1,CWE-127
BIN_1045435,0,
BIN_1045622,1,CWE-036
BIN_1045769,0,
BIN_1045988,1,CWE-789
BIN_1046004,1,CWE-078
BIN_1047077,0,
BIN_1047224,1,CWE-680
BIN_1047242,1,CWE-690
BIN_1047882,0,
BIN_1048440,0,
BIN_1048918,0,
BIN_1049157,1,CWE-369
BIN_1049527,0,
BIN_1049852,0,
BIN_1050215,0,
BIN_1050415,0,
BIN_1050748,0,
BIN_1050880,0,
BIN_1051001,0,
BIN_1051119,1,CWE-126
BIN_1051314,1,CWE-121
BIN_1051569,1,CWE-127
BIN_1051739,1,CWE-191
BIN_1051770,0,
BIN_1051810,1,CWE-762
BIN_1051826,0,
BIN_1051910,1,CWE-126
BIN_1052064,1,CWE-762
BIN_1052165,0,
BIN_1052385,0,
BIN_1052634,1,CWE-758
BIN_1052739,0,
BIN_1052763,1,CWE-190
BIN_1053402,0,
BIN_1053932,1,CWE-190
BIN_1053941,1,CWE-762
BIN_1054294,0,
BIN_1054347,1,CWE-127
BIN_1054468,1,CWE-190
BIN_1054653,1,CWE-762
BIN_1054821,1,CWE-122
BIN_1055348,0,
BIN_1055353,1,CWE-191
BIN_1056629,0,
BIN_1056774,1,CWE-023
BIN_1056861,1,CWE-134
BIN_1056994,1,CWE-390
BIN_1057159,1,CWE-590
BIN_1057307,1,CWE-590
BIN_1057827,1,CWE-606
BIN_1057883,0,
BIN_1057890,1,CWE-369
BIN_1057929,1,CWE-121
BIN_1058264,1,CWE-190
BIN_1058361,0,
BIN_1058475,0,
BIN_1058632,1,CWE-681
BIN_1058787,1,CWE-036
BIN_1058824,0,
BIN_1058851,0,
BIN_1058869,0,
BIN_1058989,1,CWE-190
BIN_1059094,0,
BIN_1059102,1,CWE-762
BIN_1059178,0,
BIN_1059199,0,
BIN_1059220,1,CWE-415
BIN_1059324,0,
BIN_1059792,0,
BIN_1059871,0,
BIN_1059883,1,CWE-078
BIN_1060234,1,CWE-758
BIN_1060280,1,CWE-680
BIN_1060543,1,CWE-415
BIN_1060928,1,CWE-023
BIN_1061431,1,CWE-124
BIN_1061957,1,CWE-416
BIN_1062921,1,CWE-606
BIN_1063113,1,CWE-457
BIN_1063238,1,CWE-195
BIN_1063448,1,CWE-127
BIN_1063554,1,CWE-191
BIN_1063604,1,CWE-404
BIN_1063986,0,
BIN_1065066,1,CWE-121
BIN_1065264,1,CWE-590
BIN_1065397,0,
BIN_1065629,0,
BIN_1065639,1,CWE-590
BIN_1065699,0,
BIN_1065960,0,
BIN_1066085,1,CWE-122
BIN_1066105,0,
BIN_1066321,0,
BIN_1066340,0,
BIN_1066437,1,CWE-415
BIN_1066628,1,CWE-121
BIN_1066833,0,
BIN_1067616,0,
BIN_1067720,0,
BIN_1068076,0,
BIN_1068124,0,
BIN_1068471,1,CWE-762
BIN_1068663,0,
BIN_1068764,0,
BIN_1069301,0,
BIN_1069809,1,CWE-126
BIN_1069899,1,CWE-122
BIN_1070147,0,
BIN_1071563,0,
BIN_1071698,1,CWE-197
BIN_1071851,1,CWE-665
BIN_1071919,0,
BIN_1072581,1,CWE-369
BIN_1072735,1,CWE-416
BIN_1072834,0,
BIN_1072861,0,
BIN_1073473,1,CWE-134
BIN_1073490,1,CWE-590
BIN_1073572,1,CWE-121
BIN_1073658,0,
BIN_1073724,0,
BIN_1073817,1,CWE-685
BIN_1074006,1,CWE-190
BIN_1074390,1,CWE-190
BIN_1074574,0,
BIN_1074577,0,
BIN_1074842,0,
BIN_1074985,1,CWE-122
BIN_1075318,0,
BIN_1075420,1,CWE-134
BIN_1076060,0,
BIN_1076679,1,CWE-401
BIN_1076992,0,
BIN_1077648,0,
BIN_1078089,1,CWE-253
BIN_1079255,1,CWE-789
BIN_1079455,0,
BIN_1079695,1,CWE-023
BIN_1080177,1,CWE-400
BIN_1080273,0,
BIN_1080288,1,CWE-590
BIN_1080606,1,CWE-191
BIN_1081146,0,
BIN_1081273,0,
BIN_1081314,0,
BIN_1081334,1,CWE-789
BIN_1081335,0,
BIN_1082022,1,CWE-134
BIN_1082121,0,
BIN_1082237,1,CWE-762
BIN_1082538,1,CWE-190
BIN_1082821,1,CWE-127
BIN_1083054,0,
BIN_1083481,0,
BIN_1083529,1,CWE-190
BIN_1084045,1,CWE-036
BIN_1084173,1,CWE-134
BIN_1084214,0,
BIN_1084416,0,
BIN_1084439,0,
BIN_1084556,1,CWE-590
BIN_1084642,1,CWE-680
BIN_1085153,1,CWE-606
BIN_1085348,1,CWE-590
BIN_1085540,1,CWE-036
BIN_1086214,0,
BIN_1086435,1,CWE-122
BIN_1086809,0,
BIN_1086822,1,CWE-121
BIN_1087190,0,
BIN_1087299,0,
BIN_1087420,1,CWE-121
BIN_1087758,0,
BIN_1087861,0,
BIN_1088016,1,CWE-134
BIN_1088154,1,CWE-122
BIN_1088185,1,CWE-467
BIN_1088399,1,CWE-563
BIN_1088471,0,
BIN_1088646,0,
BIN_1088676,0,
BIN_1088823,0,
BIN_1089291,1,CWE-563
BIN_1090114,0,
BIN_1090130,1,CWE-400
BIN_1090270,1,CWE-126
BIN_1090277,1,CWE-590
BIN_1090357,1,CWE-762
BIN_1090677,1,CWE-511
BIN_1091178,0,
BIN_1091279,0,
BIN_1091477,1,CWE-126
BIN_1091584,1,CWE-590
BIN_1091655,1,CWE-036
BIN_1091673,1,CWE-190
BIN_1091831,0,
BIN_1091968,1,CWE-762
BIN_1092165,0,
BIN_1092394,0,
BIN_1092407,1,CWE-762
BIN_1092735,0,
BIN_1092898,1,CWE-590
BIN_1093091,0,
BIN_1093290,0,
BIN_1093365,1,CWE-190
BIN_1093405,1,CWE-134
BIN_1093499,1,CWE-134
BIN_1093522,0,
BIN_1093555,0,
BIN_1093789,1,CWE-194
BIN_1093810,0,
BIN_1093919,1,CWE-457
BIN_1094317,0,
BIN_1094529,0,
BIN_1094551,0,
BIN_1095230,1,CWE-762
BIN_1095331,0,
BIN_1095351,0,
BIN_1095449,1,CWE-036
BIN_1095577,1,CWE-036
BIN_1096371,1,CWE-590
BIN_1096524,1,CWE-127
BIN_1096768,0,
BIN_1096996,1,CWE-121
BIN_1097206,0,
BIN_1097467,1,CWE-401
BIN_1097678,0,
BIN_1098263,0,
BIN_1098312,1,CWE-680
BIN_1098418,0,
BIN_1098529,1,CWE-121
BIN_1099483,0,
BIN_1100148,1,CWE-617
BIN_1100209,1,CWE-122
BIN_1100259,1,CWE-126
BIN_1100263,0,
BIN_1100695,1,CWE-134
BIN_1101006,1,CWE-416
BIN_1101111,1,CWE-789
BIN_1101140,1,CWE-191
BIN_1101529,1,CWE-122
BIN_1101577,0,
BIN_1102275,1,CWE-036
BIN_1102871,1,CWE-190
BIN_1103261,0,
BIN_1103362,1,CWE-036
BIN_1103389,0,
BIN_1103543,0,
BIN_1103564,0,
BIN_1103576,1,CWE-789
BIN_1103604,0,
BIN_1103679,0,
BIN_1103764,1,CWE-121
BIN_1104011,0,
BIN_1104033,1,CWE-122
BIN_1104407,1,CWE-127
BIN_1104922,0,
BIN_1105137,0,
BIN_1105984,0,
BIN_1106078,1,CWE-401
BIN_1106335,1,CWE-606
BIN_1106569,1,CWE-426
BIN_1106638,0,
BIN_1106901,1,CWE-401
BIN_1106983,1,CWE-036
BIN_1107408,0,
BIN_1107560,1,CWE-122
BIN_1107690,0,
BIN_1107836,1,CWE-122
BIN_1108048,0,
BIN_1108070,0,
BIN_1108085,1,CWE-078
BIN_1108124,1,CWE-762
BIN_1108182,1,CWE-121
BIN_1108225,0,
BIN_1108294,0,
BIN_1108497,0,
BIN_1109210,0,
BIN_1109250,1,CWE-078
BIN_1109966,1,CWE-191
BIN_1110040,1,CWE-122
BIN_1110800,1,CWE-121
BIN_1111184,0,
BIN_1111463,0,
BIN_1112373,0,
BIN_1112429,0,
BIN_1112441,1,CWE-426
BIN_1113079,1,CWE-191
BIN_1113127,1,CWE-401
BIN_1113158,0,
BIN_1113595,0,
BIN_1113608,1,CWE-190
BIN_1114280,0,
BIN_1114343,1,CWE-195
BIN_1114347,1,CWE-191
BIN_1114353,0,
BIN_1114517,0,
BIN_1114712,1,CWE-122
BIN_1114783,0,
BIN_1114840,1,CWE-122
BIN_1114843,1,CWE-191
BIN_1115057,0,
BIN_1116000,0,
BIN_1116921,0,
BIN_1117244,0,
BIN_1117329,0,
BIN_1117390,1,CWE-415
BIN_1117399,1,CWE-789
BIN_1117404,1,CWE-121
BIN_1117434,1,CWE-122
BIN_1117473,1,CWE-427
BIN_1117574,0,
BIN_1117813,0,
BIN_1117841,0,
BIN_1119010,0,
BIN_1119121,0,
BIN_1119295,1,CWE-036
BIN_1119401,1,CWE-590
BIN_1119433,0,
BIN_1119918,0,
BIN_1119967,1,CWE-190
BIN_1120259,1,CWE-680
BIN_1120381,1,CWE-126
BIN_1120387,0,
BIN_1120885,1,CWE-762
BIN_1121086,1,CWE-190
BIN_1121378,0,
BIN_1121471,0,
BIN_1121665,0,
BIN_1122041,1,CWE-023
BIN_1122602,1,CWE-681
BIN_1122821,0,
BIN_1122959,0,
BIN_1123187,1,CWE-457
BIN_1123346,1,CWE-590
BIN_1123380,0,
BIN_1123400,1,CWE-036
BIN_1123465,1,CWE-690
BIN_1124122,1,CWE-377
BIN_1124129,0,
BIN_1124647,1,CWE-253
BIN_1124789,0,
BIN_1125503,1,CWE-415
BIN_1125610,0,
BIN_1125908,0,
BIN_1126057,1,CWE-762
BIN_1126175,1,CWE-191
BIN_1126712,1,CWE-023
BIN_1127352,0,
BIN_1127478,0,
BIN_1128090,1,CWE-134
BIN_1128227,1,CWE-134
BIN_1128294,1,CWE-252
BIN_1128337,1,CWE-457
BIN_1128341,0,
BIN_1128343,1,CWE-122
BIN_1128385,1,CWE-078
BIN_1129019,1,CWE-190
BIN_1129095,1,CWE-134
BIN_1129581,0,
BIN_1130028,0,
BIN_1130229,0,
BIN_1130246,1,CWE-121
BIN_1130269,1,CWE-761
BIN_1130319,1,CWE-078
BIN_1130497,0,
BIN_1131223,0,
BIN_1131691,1,CWE-122
BIN_1131733,1,CWE-190
BIN_1131771,0,
BIN_1131825,0,
BIN_1131886,1,CWE-762
BIN_1132661,1,CWE-191
BIN_1132772,0,
BIN_1132812,1,CWE-078
BIN_1133206,1,CWE-674
BIN_1133440,1,CWE-134
BIN_1134101,0,
BIN_1134243,0,
BIN_1134585,0,
BIN_1134587,0,
BIN_1134601,1,CWE-391
BIN_1134761,1,CWE-122
BIN_1135282,0,
BIN_1135653,0,
BIN_1135729,0,
BIN_1135750,1,CWE-194
BIN_1135779,0,
BIN_1136056,1,CWE-124
BIN_1136397,0,
BIN_1136898,1,CWE-122
BIN_1136968,1,CWE-457
BIN_1137596,1,CWE-036
BIN_1137724,0,
BIN_1138228,0,
BIN_1138513,0,
BIN_1138658,1,CWE-121
BIN_1138872,1,CWE-127
BIN_1139049,1,CWE-121
BIN_1139200,1,CWE-121
BIN_1139310,0,
BIN_1139510,0,
BIN_1139707,1,CWE-401
BIN_1139714,0,
BIN_1140103,0,
BIN_1140105,0,
BIN_1140156,0,
BIN_1140615,0,
BIN_1140626,0,
BIN_1140640,1,CWE-401
BIN_1141130,1,CWE-134
BIN_1141382,1,CWE-122
BIN_1141621,0,
BIN_1142541,1,CWE-195
BIN_1142622,0,
BIN_1142689,0,
BIN_1142933,0,
BIN_1143202,0,
BIN_1143451,0,
BIN_1143658,0,
BIN_1143913,0,
BIN_1143957,0,
BIN_1144013,1,CWE-190
BIN_1144043,0,
BIN_1144104,0,
BIN_1144392,1,CWE-762
BIN_1144420,1,CWE-122
BIN_1144760,1,CWE-190
BIN_1144960,0,
BIN_1145091,0,
BIN_1145947,0,
BIN_1146233,1,CWE-690
BIN_1146417,0,
BIN_1146787,0,
BIN_1147383,0,
BIN_1147527,0,
BIN_1147565,0,
BIN_1147753,1,CWE-122
BIN_1147795,1,CWE-401
BIN_1147991,1,CWE-191
BIN_1148583,0,
BIN_1148593,1,CWE-396
BIN_1148600,0,
BIN_1148682,0,
BIN_1149142,1,CWE-570
BIN_1149266,0,
BIN_1149496,0,
BIN_1149733,1,CWE-121
BIN_1150473,1,CWE-134
BIN_1151046,0,
BIN_1151062,0,
BIN_1151071,0,
BIN_1151113,1,CWE-590
BIN_1151974,0,
BIN_1152691,0,
BIN_1153470,1,CWE-191
BIN_1153485,0,
BIN_1153544,1,CWE-127
BIN_1153765,1,CWE-590
BIN_1154118,1,CWE-121
BIN_1154241,1,CWE-690
BIN_1154500,1,CWE-122
BIN_1154595,0,
BIN_1154709,1,CWE-590
BIN_1155046,1,CWE-401
BIN_1155322,1,CWE-590
BIN_1155732,0,
BIN_1155753,1,CWE-590
BIN_1155776,0,
BIN_1156056,1,CWE-121
BIN_1156400,1,CWE-191
BIN_1156475,1,CWE-124
BIN_1156589,0,
BIN_1156977,1,CWE-122
BIN_1156991,0,
BIN_1157400,1,CWE-122
BIN_1157808,1,CWE-122
BIN_1158178,1,CWE-121
BIN_1158436,1,CWE-121
BIN_1158481,1,CWE-666
BIN_1158545,1,CWE-690
BIN_1158568,1,CWE-036
BIN_1158700,0,
BIN_1158839,1,CWE-377
BIN_1158952,0,
BIN_1159110,1,CWE-400
BIN_1159654,1,CWE-194
BIN_1159741,0,
BIN_1159852,1,CWE-197
BIN_1160114,0,
BIN_1160298,0,
BIN_1160411,0,
BIN_1160645,1,CWE-400
BIN_1160805,0,
BIN_1160944,1,CWE-191
BIN_1161772,0,
BIN_1162042,1,CWE-121
BIN_1162117,1,CWE-121
BIN_1162820,0,
BIN_1162952,0,
BIN_1163171,1,CWE-762
BIN_1163804,1,CWE-121
BIN_1163844,1,CWE-762
BIN_1164012,1,CWE-401
BIN_1164113,0,
BIN_1164188,0,
BIN_1164281,1,CWE-758
BIN_1164620,0,
BIN_1164743,0,
BIN_1164851,0,
BIN_1164970,1,CWE-121
BIN_1165641,0,
BIN_1165767,0,
BIN_1166104,0,
BIN_1166161,0,
BIN_1166258,0,
BIN_1166282,0,
BIN_1166435,1,CWE-190
BIN_1167257,1,CWE-036
BIN_1167315,1,CWE-127
BIN_1167617,0,
BIN_1167748,0,
BIN_1168101,1,CWE-190
BIN_1168246,1,CWE-121
BIN_1168292,0,
BIN_1168547,0,
BIN_1168882,1,CWE-191
BIN_1169046,1,CWE-127
BIN_1169051,0,
BIN_1169219,0,
BIN_1169415,1,CWE-078
BIN_1169429,1,CWE-127
BIN_1169460,0,
BIN_1169772,1,CWE-195
BIN_1169810,1,CWE-606
BIN_1170001,1,CWE-190
BIN_1170061,1,CWE-191
BIN_1170079,0,
BIN_1170427,1,CWE-036
BIN_1170858,0,
BIN_1170916,0,
BIN_1171124,1,CWE-126
BIN_1171618,1,CWE-191
BIN_1171932,1,CWE-415
BIN_1172137,0,
BIN_1172506,1,CWE-195
BIN_1172582,1,CWE-126
BIN_1172650,0,
BIN_1172656,0,
BIN_1173034,0,
BIN_1173322,0,
BIN_1173463,1,CWE-191
BIN_1173670,1,CWE-023
BIN_1173990,1,CWE-126
BIN_1174510,1,CWE-121
BIN_1174603,1,CWE-191
BIN_1174605,1,CWE-191
BIN_1174683,0,
BIN_1175006,0,
BIN_1175318,1,CWE-134
BIN_1175574,1,CWE-121
BIN_1175981,1,CWE-124
BIN_1176030,0,
BIN_1176226,1,CWE-122
BIN_1176693,0,
BIN_1176751,0,
BIN_1177071,1,CWE-590
BIN_1177233,0,
BIN_1177313,1,CWE-121
BIN_1177318,1,CWE-690
BIN_1177631,0,
BIN_1178019,1,CWE-190
BIN_1178427,1,CWE-121
BIN_1178630,0,
BIN_1178984,1,CWE-122
BIN_1179198,0,
BIN_1179426,1,CWE-124
BIN_1179606,0,
BIN_1179676,0,
BIN_1179747,0,
BIN_1179815,1,CWE-023
BIN_1180190,0,
BIN_1180536,1,CWE-191
BIN_1180893,0,
BIN_1180928,1,CWE-457
BIN_1181119,0,
BIN_1181197,1,CWE-121
BIN_1181254,1,CWE-127
BIN_1181476,0,
BIN_1182070,0,
BIN_1182327,0,
BIN_1182370,1,CWE-758
BIN_1182679,0,
BIN_1182856,0,
BIN_1182964,1,CWE-369
BIN_1183517,0,
BIN_1183646,1,CWE-122
BIN_1183749,0,
BIN_1183835,1,CWE-457
BIN_1183865,0,
BIN_1183925,0,
BIN_1183946,1,CWE-197
BIN_1183975,0,
BIN_1184272,0,
BIN_1184591,1,CWE-191
BIN_1184857,0,
BIN_1185472,1,CWE-121
BIN_1186085,1,CWE-134
BIN_1186170,0,
BIN_1186321,0,
BIN_1187258,0,
BIN_1187430,0,
BIN_1187692,1,CWE-761
BIN_1188220,0,
BIN_1189139,1,CWE-191
BIN_1189217,0,
BIN_1190450,1,CWE-758
BIN_1190756,1,CWE-127
BIN_1190794,0,
BIN_1190989,0,
BIN_1191500,1,CWE-036
BIN_1191741,0,
BIN_1192069,0,
BIN_1192239,0,
BIN_1192499,0,
BIN_1192517,0,
BIN_1192682,1,CWE-762
BIN_1192880,0,
BIN_1192882,1,CWE-134
BIN_1193129,1,CWE-036
BIN_1193314,1,CWE-761
BIN_1193380,0,
BIN_1193478,1,CWE-191
BIN_1193489,1,CWE-590
BIN_1194062,0,
BIN_1195024,1,CWE-122
BIN_1195077,1,CWE-401
BIN_1195786,0,
BIN_1195824,1,CWE-127
BIN_1195906,1,CWE-190
BIN_1196248,0,
BIN_1196548,1,CWE-036
BIN_1197206,1,CWE-195
BIN_1197221,1,CWE-191
BIN_1197942,1,CWE-762
BIN_1198056,0,
BIN_1198122,0,
BIN_1198624,0,
BIN_1198713,0,
BIN_1198871,1,CWE-121
BIN_1199074,1,CWE-190
BIN_1199158,1,CWE-122
BIN_1199980,0,
BIN_1200390,0,
BIN_1200454,0,
BIN_1201083,1,CWE-400
BIN_1201150,0,
BIN_1201256,1,CWE-590
BIN_1201591,1,CWE-762
BIN_1201668,0,
BIN_1201794,0,
BIN_1201873,0,
BIN_1201939,1,CWE-400
BIN_1202047,0,
BIN_1202271,0,
BIN_1202323,0,
BIN_1202366,0,
BIN_1202369,0,
BIN_1202388,1,CWE-194
BIN_1202554,0,
BIN_1202679,1,CWE-124
BIN_1202723,1,CWE-416
BIN_1203473,1,CWE-121
BIN_1203548,1,CWE-036
BIN_1203852,0,
BIN_1203974,0,
BIN_1204250,1,CWE-078
BIN_1204297,1,CWE-400
BIN_1204396,1,CWE-122
BIN_1204545,0,
BIN_1204892,1,CWE-122
BIN_1205004,1,CWE-190
BIN_1205023,1,CWE-590
BIN_1205204,0,
BIN_1205473,0,
BIN_1205613,1,CWE-457
BIN_1205750,1,CWE-590
BIN_1206220,0,
BIN_1206499,0,
BIN_1206607,0,
BIN_1206927,0,
BIN_1207054,1,CWE-121
BIN_1207313,1,CWE-134
BIN_1207568,1,CWE-377
BIN_1207719,1,CWE-587
BIN_1208572,0,
BIN_1208755,0,
BIN_1209066,1,CWE-400
BIN_1209245,0,
BIN_1209498,0,
BIN_1209561,1,CWE-121
BIN_1209763,0,
BIN_1210144,1,CWE-761
BIN_1210522,1,CWE-672
BIN_1210815,1,CWE-762
BIN_1210847,1,CWE-252
BIN_1210933,1,CWE-190
BIN_1211156,0,
BIN_1211157,0,
BIN_1211577,1,CWE-122
BIN_1211716,0,
BIN_1212088,0,
BIN_1212179,1,CWE-126
BIN_1212660,1,CWE-590
BIN_1213141,1,CWE-546
BIN_1213153,1,CWE-023
BIN_1213460,1,CWE-762
BIN_1213953,0,
BIN_1214433,1,CWE-127
BIN_1214648,1,CWE-078
BIN_1215241,0,
BIN_1216226,0,
BIN_1216495,1,CWE-252
BIN_1216902,0,
BIN_1217206,0,
BIN_1217453,0,
BIN_1217920,0,
BIN_1217945,1,CWE-457
BIN_1218271,1,CWE-369
BIN_1218819,0,
BIN_1219055,1,CWE-023
BIN_1219586,1,CWE-197
BIN_1219682,1,CWE-681
BIN_1219684,1,CWE-078
BIN_1219696,1,CWE-124
BIN_1219748,0,
BIN_1220079,0,
BIN_1220170,1,CWE-121
BIN_1220220,1,CWE-253
BIN_1220232,0,
BIN_1220354,1,CWE-590
BIN_1220676,0,
BIN_1220719,0,
BIN_1220759,0,
BIN_1220767,0,
BIN_1220895,0,
BIN_1221037,0,
BIN_1221947,1,CWE-134
BIN_1222239,1,CWE-124
BIN_1222346,1,CWE-590
BIN_1222495,0,
BIN_1222523,1,CWE-457
BIN_1223120,1,CWE-390
BIN_1223179,1,CWE-457
BIN_1223209,0,
BIN_1223260,1,CWE-762
BIN_1223319,1,CWE-427
BIN_1223371,1,CWE-457
BIN_1223740,1,CWE-124
BIN_1224162,1,CWE-121
BIN_1224370,0,
BIN_1224550,1,CWE-190
BIN_1224705,0,
BIN_1224856,1,CWE-023
BIN_1224947,1,CWE-121
BIN_1225326,0,
BIN_1225491,1,CWE-391
BIN_1225576,1,CWE-124
BIN_1225595,0,
BIN_1226043,0,
BIN_1226150,1,CWE-459
BIN_1226397,1,CWE-401
BIN_1226490,1,CWE-134
BIN_1226539,1,CWE-122
BIN_1227296,0,
BIN_1227400,1,CWE-761
BIN_1227441,1,CWE-401
BIN_1227964,0,
BIN_1228284,1,CWE-122
BIN_1228385,0,
BIN_1228555,0,
BIN_1228650,1,CWE-122
BIN_1228779,1,CWE-194
BIN_1229510,0,
BIN_1229575,1,CWE-546
BIN_1229773,0,
BIN_1230015,1,CWE-190
BIN_1230016,1,CWE-398
BIN_1230116,0,
BIN_1230317,1,CWE-588
BIN_1230357,1,CWE-036
BIN_1230843,0,
BIN_1230877,0,
BIN_1231303,0,
BIN_1231388,1,CWE-190
BIN_1231528,1,CWE-122
BIN_1231883,1,CWE-190
BIN_1231889,1,CWE-590
BIN_1231966,0,
BIN_1232133,1,CWE-190
BIN_1232399,0,
BIN_1232437,1,CWE-078
BIN_1232516,0,
BIN_1232662,0,
BIN_1232881,1,CWE-789
BIN_1233196,1,CWE-122
BIN_1233229,0,
BIN_1233547,0,
BIN_1234125,1,CWE-680
BIN_1234215,0,
BIN_1234511,1,CWE-762
BIN_1235249,0,
BIN_1235364,0,
BIN_1235558,0,
BIN_1235866,0,
BIN_1235872,0,
BIN_1236061,1,CWE-134
BIN_1236233,0,
BIN_1237068,1,CWE-762
BIN_1237683,1,CWE-121
BIN_1238156,1,CWE-758
BIN_1238251,1,CWE-415
BIN_1238327,1,CWE-681
BIN_1238362,0,
BIN_1238471,0,
BIN_1238761,0,
BIN_1238872,0,
BIN_1239233,0,
BIN_1239638,0,
BIN_1239652,1,CWE-590
BIN_1239968,0,
BIN_1240119,1,CWE-190
